Year,Year_Level,LGA_KEY,LGA_DESC,INDICATOR_NUM_FULL,Numerator,Denominator,Indicator_Calc
2010,Year 7,24970,Monash (C),11.2,2501,2560,97.7%
2010,Year 7,25060,Moonee Valley (C),11.2,1602,1634,98.0%
2010,Year 7,25150,Moorabool (S),11.2,284,290,97.9%
2010,Year 7,25250,Moreland (C),11.2,1043,1114,93.6%
2010,Year 7,25340,Mornington Peninsula (S),11.2,1658,1696,97.8%
2010,Year 7,25430,Mount Alexander (S),11.2,116,124,93.5%
2010,Year 7,25490,Moyne (S),11.2,46,48,95.8%
2010,Year 7,25620,Murrindindi (S),11.2,112,115,97.4%
2010,Year 7,25710,Nillumbik (S),11.2,676,685,98.7%
2010,Year 7,25810,Northern Grampians (S),11.2,93,98,94.9%
2010,Year 7,25900,Port Phillip (C),11.2,303,320,94.7%
2010,Year 7,25990,Pyrenees (S),11.2,35,36,97.2%
2010,Year 7,26170,South Gippsland (S),11.2,385,393,98.0%
2010,Year 7,26260,Southern Grampians (S),11.2,252,268,94.0%
2010,Year 7,26350,Stonnington (C),11.2,993,1000,99.3%
2010,Year 7,26430,Strathbogie (S),11.2,47,48,97.9%
2010,Year 7,26490,Surf Coast (S),11.2,41,44,93.2%
2010,Year 7,26610,Swan Hill (Rc),11.2,282,306,92.2%
2010,Year 7,26670,Towong (S),11.2,111,112,99.1%
2010,Year 7,26700,Wangaratta (Rc),11.2,349,363,96.1%
2010,Year 7,26730,Warrnambool (C),11.2,564,590,95.6%
2010,Year 7,26810,Wellington (S),11.2,533,558,95.5%
2010,Year 7,26890,West Wimmera (S),11.2,63,66,95.5%
2010,Year 7,26980,Whitehorse (C),11.2,1578,1609,98.1%
2010,Year 7,27070,Whittlesea (C),11.2,1377,1452,94.8%
2010,Year 7,27170,Wodonga (Rc),11.2,501,531,94.4%
2010,Year 7,27260,Wyndham (C),11.2,1918,2028,94.6%
2010,Year 7,27350,Yarra (C),11.2,651,656,99.2%
2010,Year 7,27450,Yarra Ranges (S),11.2,1883,1938,97.2%
2010,Year 7,27630,Yarriambiack (S),11.2,85,92,92.4%
2010,Year 9,20110,Alpine (S),11.2,120,124,96.8%
2010,Year 9,20260,Ararat (Rc),11.2,162,171,94.7%
2010,Year 9,20570,Ballarat (C),11.2,1434,1564,91.7%
2010,Year 9,20660,Banyule (C),11.2,1763,1831,96.3%
2010,Year 9,20740,Bass Coast (S),11.2,235,245,95.9%
2010,Year 9,20830,Baw Baw (S),11.2,728,764,95.3%
2010,Year 9,20910,Bayside (C),11.2,934,968,96.5%
2010,Year 9,21010,Benalla (Rc),11.2,163,166,98.2%
2010,Year 9,21110,Boroondara (C),11.2,2602,2636,98.7%
2010,Year 9,21180,Brimbank (C),11.2,1608,1781,90.3%
2010,Year 9,21270,Buloke (S),11.2,90,92,97.8%
2010,Year 9,21370,Campaspe (S),11.2,477,525,90.9%
2010,Year 9,21450,Cardinia (S),11.2,646,675,95.7%
2010,Year 9,21610,Casey (C),11.2,2903,3138,92.5%
2010,Year 9,21670,Central Goldfields (S),11.2,171,188,91.0%
2010,Year 9,21750,Colac-Otway (S),11.2,239,253,94.5%
2010,Year 9,21830,Corangamite (S),11.2,229,248,92.3%
2010,Year 9,21890,Darebin (C),11.2,799,872,91.6%
2010,Year 9,22110,East Gippsland (S),11.2,491,520,94.4%
2010,Year 9,22170,Frankston (C),11.2,1468,1562,94.0%
2010,Year 9,22250,Gannawarra (S),11.2,98,106,92.5%
2010,Year 9,22410,Glen Eira (C),11.2,1032,1047,98.6%
2010,Year 9,22490,Glenelg (S),11.2,241,261,92.3%
2010,Year 9,22670,Greater Bendigo (C),11.2,1172,1250,93.8%
2010,Year 9,22310,Greater Dandenong (C),11.2,1647,1848,89.1%
2010,Year 9,22750,Greater Geelong (C),11.2,2756,2914,94.6%
2010,Year 9,22830,Greater Shepparton (C),11.2,785,866,90.6%
2010,Year 9,22910,Hepburn (S),11.2,60,62,96.8%
2010,Year 9,22980,Hindmarsh (S),11.2,81,83,97.6%
2010,Year 9,23110,Hobsons Bay (C),11.2,761,799,95.2%
2010,Year 9,23190,Horsham (Rc),11.2,227,248,91.5%
2010,Year 9,23270,Hume (C),11.2,1890,2111,89.5%
2010,Year 9,23350,Indigo (S),11.2,110,115,95.7%
2010,Year 9,23430,Kingston (C),11.2,1309,1337,97.9%
2010,Year 9,23670,Knox (C),11.2,1067,1103,96.7%
2010,Year 9,23810,Latrobe (C),11.2,763,822,92.8%
2010,Year 9,23940,Loddon (S),11.2,55,57,96.5%
2010,Year 9,24130,Macedon Ranges (S),11.2,525,542,96.9%
2010,Year 9,24210,Manningham (C),11.2,1074,1143,94.0%
2010,Year 9,24250,Mansfield (S),11.2,362,364,99.5%
2010,Year 9,24330,Maribyrnong (C),11.2,666,729,91.4%
2010,Year 9,24410,Maroondah (C),11.2,1376,1425,96.6%
2010,Year 9,24600,Melbourne (C),11.2,847,856,98.9%
2010,Year 9,24650,Melton (S),11.2,1075,1161,92.6%
2010,Year 9,24780,Mildura (Rc),11.2,698,771,90.5%
2010,Year 9,24850,Mitchell (S),11.2,487,520,93.7%
2010,Year 9,24900,Moira (S),11.2,373,394,94.7%
2010,Year 9,24970,Monash (C),11.2,2446,2526,96.8%
2010,Year 9,25060,Moonee Valley (C),11.2,1533,1577,97.2%
2010,Year 9,25150,Moorabool (S),11.2,211,222,95.0%
2010,Year 9,25250,Moreland (C),11.2,779,869,89.6%
2010,Year 9,25340,Mornington Peninsula (S),11.2,1514,1574,96.2%
2010,Year 9,25430,Mount Alexander (S),11.2,116,122,95.1%
2010,Year 9,25490,Moyne (S),11.2,35,36,97.2%
2010,Year 9,25620,Murrindindi (S),11.2,94,103,91.3%
2010,Year 9,25710,Nillumbik (S),11.2,483,498,97.0%
2010,Year 9,25810,Northern Grampians (S),11.2,114,125,91.2%
2010,Year 9,25900,Port Phillip (C),11.2,510,531,96.0%
2010,Year 9,25990,Pyrenees (S),11.2,31,34,91.2%
2010,Year 9,26170,South Gippsland (S),11.2,358,380,94.2%
2010,Year 9,26260,Southern Grampians (S),11.2,252,265,95.1%
2010,Year 9,26350,Stonnington (C),11.2,998,1004,99.4%
2010,Year 9,26430,Strathbogie (S),11.2,57,60,95.0%
2010,Year 9,26490,Surf Coast (S),11.2,16,18,88.9%
2010,Year 9,26610,Swan Hill (Rc),11.2,315,336,93.8%
2010,Year 9,26670,Towong (S),11.2,98,102,96.1%
2010,Year 9,26700,Wangaratta (Rc),11.2,350,377,92.8%
2010,Year 9,26730,Warrnambool (C),11.2,529,556,95.1%
2010,Year 9,26810,Wellington (S),11.2,546,577,94.6%
2010,Year 9,26890,West Wimmera (S),11.2,58,58,100.0%
2010,Year 9,26980,Whitehorse (C),11.2,1378,1406,98.0%
2010,Year 9,27070,Whittlesea (C),11.2,1278,1370,93.3%
2010,Year 9,27170,Wodonga (Rc),11.2,493,527,93.5%
2010,Year 9,27260,Wyndham (C),11.2,1845,2031,90.8%
2010,Year 9,27350,Yarra (C),11.2,810,825,98.2%
2010,Year 9,27450,Yarra Ranges (S),11.2,1888,1975,95.6%
2010,Year 9,27630,Yarriambiack (S),11.2,104,116,89.7%
2011,Year 3,20110,Alpine (S),11.2,104,108,96.3%
2011,Year 3,20260,Ararat (Rc),11.2,119,125,95.2%
2011,Year 3,20570,Ballarat (C),11.2,1099,1175,93.5%
2011,Year 3,20660,Banyule (C),11.2,1316,1379,95.4%
2011,Year 3,20740,Bass Coast (S),11.2,303,306,99.0%
2011,Year 3,20830,Baw Baw (S),11.2,472,502,94.0%
2011,Year 3,20910,Bayside (C),11.2,1314,1328,98.9%
2011,Year 3,21010,Benalla (Rc),11.2,120,131,91.6%
2011,Year 3,21110,Boroondara (C),11.2,2173,2199,98.8%
2011,Year 3,21180,Brimbank (C),11.2,2125,2278,93.3%
2011,Year 3,21270,Buloke (S),11.2,80,84,95.2%
2011,Year 3,21370,Campaspe (S),11.2,458,484,94.6%
2011,Year 3,21450,Cardinia (S),11.2,949,976,97.2%
2011,Year 3,21610,Casey (C),11.2,3419,3579,95.5%
2011,Year 3,21670,Central Goldfields (S),11.2,126,133,94.7%
2011,Year 3,21750,Colac-Otway (S),11.2,248,257,96.5%
2011,Year 3,21830,Corangamite (S),11.2,219,235,93.2%
2011,Year 3,21890,Darebin (C),11.2,1088,1181,92.1%
2011,Year 3,22110,East Gippsland (S),11.2,431,449,96.0%
2011,Year 3,22170,Frankston (C),11.2,1263,1331,94.9%
2011,Year 3,22250,Gannawarra (S),11.2,118,122,96.7%
2011,Year 3,22410,Glen Eira (C),11.2,1463,1519,96.3%
2011,Year 3,22490,Glenelg (S),11.2,247,265,93.2%
2011,Year 3,22490,Golden Plains (S),11.2,224,233,96.1%
2011,Year 3,22670,Greater Bendigo (C),11.2,1179,1239,95.2%
2011,Year 3,22310,Greater Dandenong (C),11.2,1484,1611,92.1%
2011,Year 3,22750,Greater Geelong (C),11.2,2365,2497,94.7%
2011,Year 3,22830,Greater Shepparton (C),11.2,713,753,94.7%
2011,Year 3,22910,Hepburn (S),11.2,130,133,97.7%
2011,Year 3,22980,Hindmarsh (S),11.2,77,79,97.5%
2011,Year 3,23110,Hobsons Bay (C),11.2,879,914,96.2%
2011,Year 3,23190,Horsham (Rc),11.2,207,216,95.8%
2011,Year 3,23270,Hume (C),11.2,2231,2383,93.6%
2011,Year 3,23350,Indigo (S),11.2,191,202,94.6%
2011,Year 3,23430,Kingston (C),11.2,1491,1532,97.3%
2011,Year 3,23670,Knox (C),11.2,1634,1688,96.8%
2011,Year 3,23810,Latrobe (C),11.2,812,866,93.8%
2011,Year 3,23940,Loddon (S),11.2,84,92,91.3%
2011,Year 3,24130,Macedon Ranges (S),11.2,588,606,97.0%
2011,Year 3,24210,Manningham (C),11.2,1130,1187,95.2%
2011,Year 3,24250,Mansfield (S),11.2,66,70,94.3%
2011,Year 3,24330,Maribyrnong (C),11.2,564,597,94.5%
2011,Year 3,24410,Maroondah (C),11.2,1066,1101,96.8%
2011,Year 3,24600,Melbourne (C),11.2,223,231,96.5%
2011,Year 3,24650,Melton (S),11.2,1377,1469,93.7%
2011,Year 3,24780,Mildura (Rc),11.2,634,674,94.1%
2011,Year 3,24850,Mitchell (S),11.2,443,466,95.1%
2011,Year 3,24900,Moira (S),11.2,346,364,95.1%
2011,Year 3,24970,Monash (C),11.2,1754,1833,95.7%
2011,Year 3,25060,Moonee Valley (C),11.2,1439,1532,93.9%
2011,Year 3,25150,Moorabool (S),11.2,368,381,96.6%
2011,Year 3,25250,Moreland (C),11.2,1236,1320,93.6%
2011,Year 3,25340,Mornington Peninsula (S),11.2,1680,1736,96.8%
2011,Year 3,25430,Mount Alexander (S),11.2,169,176,96.0%
2011,Year 3,25490,Moyne (S),11.2,136,144,94.4%
2011,Year 3,25620,Murrindindi (S),11.2,126,131,96.2%
2011,Year 3,25710,Nillumbik (S),11.2,786,803,97.9%
2011,Year 3,25810,Northern Grampians (S),11.2,122,128,95.3%
2011,Year 3,25900,Port Phillip (C),11.2,531,553,96.0%
2011,Year 3,25990,Pyrenees (S),11.2,53,54,98.1%
2011,Year 3,26080,Queenscliffe (B),11.2,40,41,97.6%
2011,Year 3,26170,South Gippsland (S),11.2,282,291,96.9%
2011,Year 3,26260,Southern Grampians (S),11.2,204,216,94.4%
2011,Year 3,26350,Stonnington (C),11.2,803,814,98.6%
2011,Year 3,26430,Strathbogie (S),11.2,91,92,98.9%
2011,Year 3,26490,Surf Coast (S),11.2,312,316,98.7%
2011,Year 3,26610,Swan Hill (Rc),11.2,256,276,92.8%
2011,Year 3,26670,Towong (S),11.2,59,61,96.7%
2011,Year 3,29399,Unincorporated Vic,11.2,5,5,100.0%
2011,Year 3,,Unknown LGA in Victoria,11.2,0,NDP,0.0%
2011,Year 3,26700,Wangaratta (Rc),11.2,342,359,95.3%
2011,Year 3,26730,Warrnambool (C),11.2,420,448,93.8%
2011,Year 3,26810,Wellington (S),11.2,447,466,95.9%
2011,Year 3,26890,West Wimmera (S),11.2,48,50,96.0%
2011,Year 3,26980,Whitehorse (C),11.2,1672,1752,95.4%
2011,Year 3,27070,Whittlesea (C),11.2,1690,1774,95.3%
2011,Year 3,27170,Wodonga (Rc),11.2,462,482,95.9%
2011,Year 3,27260,Wyndham (C),11.2,2068,2169,95.3%
2011,Year 3,27350,Yarra (C),11.2,644,660,97.6%
2011,Year 3,27450,Yarra Ranges (S),11.2,1763,1810,97.4%
2011,Year 3,27630,Yarriambiack (S),11.2,70,77,90.9%
2011,Year 5,20110,Alpine (S),11.2,133,143,93.0%
2011,Year 5,20260,Ararat (Rc),11.2,125,134,93.3%
2011,Year 5,20570,Ballarat (C),11.2,1105,1177,93.9%
2011,Year 5,20660,Banyule (C),11.2,1314,1369,96.0%
2011,Year 5,20740,Bass Coast (S),11.2,268,282,95.0%
2011,Year 5,20830,Baw Baw (S),11.2,520,561,92.7%
2011,Year 5,20910,Bayside (C),11.2,1319,1329,99.2%
2011,Year 5,21010,Benalla (Rc),11.2,149,161,92.5%
2011,Year 5,21110,Boroondara (C),11.2,2178,2214,98.4%
2011,Year 5,21180,Brimbank (C),11.2,2196,2395,91.7%
2011,Year 5,21270,Buloke (S),11.2,94,99,94.9%
2011,Year 5,21370,Campaspe (S),11.2,450,476,94.5%
2011,Year 5,21450,Cardinia (S),11.2,922,957,96.3%
2011,Year 5,21610,Casey (C),11.2,3400,3613,94.1%
2011,Year 5,21670,Central Goldfields (S),11.2,144,151,95.4%
2011,Year 5,21750,Colac-Otway (S),11.2,261,271,96.3%
2011,Year 5,21830,Corangamite (S),11.2,216,229,94.3%
2011,Year 5,21890,Darebin (C),11.2,1025,1115,91.9%
2011,Year 5,22110,East Gippsland (S),11.2,455,491,92.7%
2011,Year 5,22170,Frankston (C),11.2,1335,1422,93.9%
2011,Year 5,22250,Gannawarra (S),11.2,127,134,94.8%
2011,Year 5,22410,Glen Eira (C),11.2,1324,1383,95.7%
2011,Year 5,22490,Glenelg (S),11.2,231,242,95.5%
2011,Year 5,22490,Golden Plains (S),11.2,228,233,97.9%
2011,Year 5,22670,Greater Bendigo (C),11.2,1198,1280,93.6%
2011,Year 5,22310,Greater Dandenong (C),11.2,1481,1634,90.6%
2011,Year 5,22750,Greater Geelong (C),11.2,2232,2419,92.3%
2011,Year 5,22830,Greater Shepparton (C),11.2,842,917,91.8%
2011,Year 5,22910,Hepburn (S),11.2,122,128,95.3%
2011,Year 5,22980,Hindmarsh (S),11.2,58,60,96.7%
2011,Year 5,23110,Hobsons Bay (C),11.2,810,849,95.4%
2011,Year 5,23190,Horsham (Rc),11.2,225,239,94.1%
2011,Year 5,23270,Hume (C),11.2,2133,2311,92.3%
2011,Year 5,23350,Indigo (S),11.2,171,178,96.1%
2011,Year 5,23430,Kingston (C),11.2,1399,1449,96.5%
2011,Year 5,23670,Knox (C),11.2,1722,1788,96.3%
2011,Year 5,23810,Latrobe (C),11.2,753,831,90.6%
2011,Year 5,23940,Loddon (S),11.2,82,85,96.5%
2011,Year 5,24130,Macedon Ranges (S),11.2,568,585,97.1%
2011,Year 5,24210,Manningham (C),11.2,1218,1267,96.1%
2011,Year 5,24250,Mansfield (S),11.2,65,68,95.6%
2011,Year 5,24330,Maribyrnong (C),11.2,532,596,89.3%
2011,Year 5,24410,Maroondah (C),11.2,1114,1151,96.8%
2011,Year 5,24600,Melbourne (C),11.2,260,271,95.9%
2011,Year 5,24650,Melton (S),11.2,1298,1384,93.8%
2011,Year 5,24780,Mildura (Rc),11.2,665,710,93.7%
2011,Year 5,24850,Mitchell (S),11.2,437,460,95.0%
2011,Year 5,24900,Moira (S),11.2,351,369,95.1%
2011,Year 5,24970,Monash (C),11.2,1845,1918,96.2%
2011,Year 5,25060,Moonee Valley (C),11.2,1434,1480,96.9%
2011,Year 5,25150,Moorabool (S),11.2,407,421,96.7%
2011,Year 5,25250,Moreland (C),11.2,1215,1290,94.2%
2011,Year 5,25340,Mornington Peninsula (S),11.2,1758,1828,96.2%
2011,Year 5,25430,Mount Alexander (S),11.2,166,174,95.4%
2011,Year 5,25490,Moyne (S),11.2,153,161,95.0%
2011,Year 5,25620,Murrindindi (S),11.2,129,135,95.6%
2011,Year 5,25710,Nillumbik (S),11.2,830,851,97.5%
2011,Year 5,25810,Northern Grampians (S),11.2,137,144,95.1%
2011,Year 5,25900,Port Phillip (C),11.2,408,427,95.6%
2011,Year 5,25990,Pyrenees (S),11.2,58,63,92.1%
2011,Year 5,26080,Queenscliffe (B),11.2,46,46,100.0%
2011,Year 5,26170,South Gippsland (S),11.2,321,336,95.5%
2011,Year 5,26260,Southern Grampians (S),11.2,208,222,93.7%
2011,Year 5,26350,Stonnington (C),11.2,918,929,98.8%
2011,Year 5,26430,Strathbogie (S),11.2,75,82,91.5%
2011,Year 5,26490,Surf Coast (S),11.2,269,272,98.9%
2011,Year 5,26610,Swan Hill (Rc),11.2,251,279,90.0%
2011,Year 5,26670,Towong (S),11.2,62,66,93.9%
2011,Year 5,29399,Unincorporated Vic,11.2,0,0,0.0%
2011,Year 5,,Unknown LGA in Victoria,11.2,0,NDP,0.0%
2011,Year 5,26700,Wangaratta (Rc),11.2,306,332,92.2%
2011,Year 5,26730,Warrnambool (C),11.2,398,423,94.1%
2011,Year 5,26810,Wellington (S),11.2,516,545,94.7%
2011,Year 5,26890,West Wimmera (S),11.2,49,49,100.0%
2011,Year 5,26980,Whitehorse (C),11.2,1716,1784,96.2%
2011,Year 5,27070,Whittlesea (C),11.2,1717,1830,93.8%
2011,Year 5,27170,Wodonga (Rc),11.2,474,514,92.2%
2011,Year 5,27260,Wyndham (C),11.2,1897,2025,93.7%
2011,Year 5,27350,Yarra (C),11.2,563,583,96.6%
2011,Year 5,27450,Yarra Ranges (S),11.2,1837,1897,96.8%
2011,Year 5,27630,Yarriambiack (S),11.2,80,85,94.1%
2011,Year 7,20110,Alpine (S),11.2,136,141,96.5%
2011,Year 7,20260,Ararat (Rc),11.2,154,165,93.3%
2011,Year 7,20570,Ballarat (C),11.2,1503,1581,95.1%
2011,Year 7,20660,Banyule (C),11.2,1877,1932,97.2%
2011,Year 7,20740,Bass Coast (S),11.2,303,312,97.1%
2011,Year 7,20830,Baw Baw (S),11.2,692,718,96.4%
2011,Year 7,20910,Bayside (C),11.2,1034,1051,98.4%
2011,Year 7,21010,Benalla (Rc),11.2,109,113,96.5%
2011,Year 7,21110,Boroondara (C),11.2,2599,2623,99.1%
2011,Year 7,21180,Brimbank (C),11.2,1574,1721,91.5%
2011,Year 7,21270,Buloke (S),11.2,87,88,98.9%
2011,Year 7,21370,Campaspe (S),11.2,510,541,94.3%
2011,Year 7,21450,Cardinia (S),11.2,837,863,97.0%
2011,Year 7,21610,Casey (C),11.2,3092,3253,95.1%
2011,Year 7,21670,Central Goldfields (S),11.2,183,199,92.0%
2011,Year 7,21750,Colac-Otway (S),11.2,262,278,94.2%
2011,Year 7,21830,Corangamite (S),11.2,242,254,95.3%
2011,Year 7,21890,Darebin (C),11.2,885,960,92.2%
2011,Year 7,22110,East Gippsland (S),11.2,452,470,96.2%
2011,Year 7,22170,Frankston (C),11.2,1546,1623,95.3%
2011,Year 7,22250,Gannawarra (S),11.2,115,117,98.3%
2011,Year 7,22410,Glen Eira (C),11.2,1167,1199,97.3%
2011,Year 7,22490,Glenelg (S),11.2,201,209,96.2%
2011,Year 7,22670,Greater Bendigo (C),11.2,1184,1261,93.9%
2011,Year 7,22310,Greater Dandenong (C),11.2,1605,1740,92.2%
2011,Year 7,22750,Greater Geelong (C),11.2,2937,3067,95.8%
2011,Year 7,22830,Greater Shepparton (C),11.2,885,953,92.9%
2011,Year 7,22910,Hepburn (S),11.2,77,81,95.1%
2011,Year 7,22980,Hindmarsh (S),11.2,73,76,96.1%
2011,Year 7,23110,Hobsons Bay (C),11.2,727,762,95.4%
2011,Year 7,23190,Horsham (Rc),11.2,206,217,94.9%
2011,Year 7,23270,Hume (C),11.2,1983,2143,92.5%
2011,Year 7,23350,Indigo (S),11.2,92,96,95.8%
2011,Year 7,23430,Kingston (C),11.2,1320,1358,97.2%
2011,Year 7,23670,Knox (C),11.2,1137,1164,97.7%
2011,Year 7,23810,Latrobe (C),11.2,779,827,94.2%
2011,Year 7,23940,Loddon (S),11.2,90,92,97.8%
2011,Year 7,24130,Macedon Ranges (S),11.2,556,565,98.4%
2011,Year 7,24210,Manningham (C),11.2,1069,1124,95.1%
2011,Year 7,24250,Mansfield (S),11.2,61,63,96.8%
2011,Year 7,24330,Maribyrnong (C),11.2,713,790,90.3%
2011,Year 7,24410,Maroondah (C),11.2,1362,1399,97.4%
2011,Year 7,24600,Melbourne (C),11.2,766,778,98.5%
2011,Year 7,24650,Melton (S),11.2,1327,1388,95.6%
2011,Year 7,24780,Mildura (Rc),11.2,748,797,93.9%
2011,Year 7,24850,Mitchell (S),11.2,551,571,96.5%
2011,Year 7,24900,Moira (S),11.2,354,360,98.3%
2011,Year 7,24970,Monash (C),11.2,2464,2525,97.6%
2011,Year 7,25060,Moonee Valley (C),11.2,1542,1591,96.9%
2011,Year 7,25150,Moorabool (S),11.2,292,299,97.7%
2011,Year 7,25250,Moreland (C),11.2,1045,1113,93.9%
2011,Year 7,25340,Mornington Peninsula (S),11.2,1610,1648,97.7%
2011,Year 7,25430,Mount Alexander (S),11.2,110,112,98.2%
2011,Year 7,25490,Moyne (S),11.2,45,47,95.7%
2011,Year 7,25620,Murrindindi (S),11.2,91,97,93.8%
2011,Year 7,25710,Nillumbik (S),11.2,665,673,98.8%
2011,Year 7,25810,Northern Grampians (S),11.2,96,102,94.1%
2011,Year 7,25900,Port Phillip (C),11.2,424,442,95.9%
2011,Year 7,25990,Pyrenees (S),11.2,31,31,100.0%
2011,Year 7,26170,South Gippsland (S),11.2,379,399,95.0%
2011,Year 7,26260,Southern Grampians (S),11.2,243,257,94.6%
2011,Year 7,26350,Stonnington (C),11.2,992,1002,99.0%
2011,Year 7,26430,Strathbogie (S),11.2,74,78,94.9%
2011,Year 7,26490,Surf Coast (S),11.2,80,81,98.8%
2011,Year 7,26610,Swan Hill (Rc),11.2,325,358,90.8%
2011,Year 7,26670,Towong (S),11.2,102,105,97.1%
2011,Year 7,26700,Wangaratta (Rc),11.2,345,375,92.0%
2011,Year 7,26730,Warrnambool (C),11.2,533,549,97.1%
2011,Year 7,26810,Wellington (S),11.2,544,573,94.9%
2011,Year 7,26890,West Wimmera (S),11.2,47,47,100.0%
2011,Year 7,26980,Whitehorse (C),11.2,1575,1610,97.8%
2011,Year 7,27070,Whittlesea (C),11.2,1465,1527,95.9%
2011,Year 7,27170,Wodonga (Rc),11.2,466,494,94.3%
2011,Year 7,27260,Wyndham (C),11.2,2097,2209,94.9%
2011,Year 7,27350,Yarra (C),11.2,568,576,98.6%
2011,Year 7,27450,Yarra Ranges (S),11.2,1970,2033,96.9%
2011,Year 7,27630,Yarriambiack (S),11.2,81,86,94.2%
2011,Year 9,20110,Alpine (S),11.2,128,133,96.2%
2011,Year 9,20260,Ararat (Rc),11.2,154,156,98.7%
2011,Year 9,20570,Ballarat (C),11.2,1406,1491,94.3%
2011,Year 9,20660,Banyule (C),11.2,1711,1793,95.4%
2011,Year 9,20740,Bass Coast (S),11.2,244,261,93.5%
2011,Year 9,20830,Baw Baw (S),11.2,751,786,95.5%
2011,Year 9,20910,Bayside (C),11.2,907,938,96.7%
2011,Year 9,21010,Benalla (Rc),11.2,155,167,92.8%
2011,Year 9,21110,Boroondara (C),11.2,2675,2701,99.0%
2011,Year 9,21180,Brimbank (C),11.2,1604,1745,91.9%
2011,Year 9,21270,Buloke (S),11.2,90,92,97.8%
2011,Year 9,21370,Campaspe (S),11.2,490,524,93.5%
2011,Year 9,21450,Cardinia (S),11.2,729,757,96.3%
2011,Year 9,21610,Casey (C),11.2,2943,3138,93.8%
2011,Year 9,21670,Central Goldfields (S),11.2,192,202,95.0%
2011,Year 9,21750,Colac-Otway (S),11.2,239,259,92.3%
2011,Year 9,21830,Corangamite (S),11.2,210,222,94.6%
2011,Year 9,21890,Darebin (C),11.2,846,927,91.3%
2011,Year 9,22110,East Gippsland (S),11.2,510,543,93.9%
2011,Year 9,22170,Frankston (C),11.2,1444,1537,93.9%
2011,Year 9,22250,Gannawarra (S),11.2,92,94,97.9%
2011,Year 9,22410,Glen Eira (C),11.2,1197,1216,98.4%
2011,Year 9,22490,Glenelg (S),11.2,221,233,94.8%
2011,Year 9,22670,Greater Bendigo (C),11.2,1166,1230,94.8%
2011,Year 9,22310,Greater Dandenong (C),11.2,1657,1849,89.6%
2011,Year 9,22750,Greater Geelong (C),11.2,2674,2824,94.7%
2011,Year 9,22830,Greater Shepparton (C),11.2,803,883,90.9%
2011,Year 9,22910,Hepburn (S),11.2,83,85,97.6%
2011,Year 9,22980,Hindmarsh (S),11.2,74,77,96.1%
2011,Year 9,23110,Hobsons Bay (C),11.2,733,763,96.1%
2011,Year 9,23190,Horsham (Rc),11.2,221,240,92.1%
2011,Year 9,23270,Hume (C),11.2,2083,2260,92.2%
2011,Year 9,23350,Indigo (S),11.2,121,123,98.4%
2011,Year 9,23430,Kingston (C),11.2,1257,1293,97.2%
2011,Year 9,23670,Knox (C),11.2,1041,1064,97.8%
2011,Year 9,23810,Latrobe (C),11.2,728,803,90.7%
2011,Year 9,23940,Loddon (S),11.2,75,77,97.4%
2011,Year 9,24130,Macedon Ranges (S),11.2,542,560,96.8%
2011,Year 9,24210,Manningham (C),11.2,1089,1171,93.0%
2011,Year 9,24250,Mansfield (S),11.2,352,358,98.3%
2011,Year 9,24330,Maribyrnong (C),11.2,670,752,89.1%
2011,Year 9,24410,Maroondah (C),11.2,1370,1414,96.9%
2011,Year 9,24600,Melbourne (C),11.2,912,935,97.5%
2011,Year 9,24650,Melton (S),11.2,1196,1271,94.1%
2011,Year 9,24780,Mildura (Rc),11.2,716,784,91.3%
2011,Year 9,24850,Mitchell (S),11.2,491,512,95.9%
2011,Year 9,24900,Moira (S),11.2,342,355,96.3%
2011,Year 9,24970,Monash (C),11.2,2460,2524,97.5%
2011,Year 9,25060,Moonee Valley (C),11.2,1522,1565,97.3%
2011,Year 9,25150,Moorabool (S),11.2,282,289,97.6%
2011,Year 9,25250,Moreland (C),11.2,776,863,89.9%
2011,Year 9,25340,Mornington Peninsula (S),11.2,1504,1563,96.2%
2011,Year 9,25430,Mount Alexander (S),11.2,124,127,97.6%
2011,Year 9,25490,Moyne (S),11.2,53,54,98.1%
2011,Year 9,25620,Murrindindi (S),11.2,93,98,94.9%
2011,Year 9,25710,Nillumbik (S),11.2,523,537,97.4%
2011,Year 9,25810,Northern Grampians (S),11.2,89,105,84.8%
2011,Year 9,25900,Port Phillip (C),11.2,503,522,96.4%
2011,Year 9,25990,Pyrenees (S),11.2,22,22,100.0%
2011,Year 9,26170,South Gippsland (S),11.2,346,362,95.6%
2011,Year 9,26260,Southern Grampians (S),11.2,283,292,96.9%
2011,Year 9,26350,Stonnington (C),11.2,900,907,99.2%
2011,Year 9,26430,Strathbogie (S),11.2,65,67,97.0%
2011,Year 9,26490,Surf Coast (S),11.2,36,38,94.7%
2011,Year 9,26610,Swan Hill (Rc),11.2,290,315,92.1%
2011,Year 9,26670,Towong (S),11.2,118,120,98.3%
2011,Year 9,26700,Wangaratta (Rc),11.2,350,377,92.8%
2011,Year 9,26730,Warrnambool (C),11.2,526,551,95.5%
2011,Year 9,26810,Wellington (S),11.2,512,545,93.9%
2011,Year 9,26890,West Wimmera (S),11.2,57,57,100.0%
2011,Year 9,26980,Whitehorse (C),11.2,1538,1578,97.5%
2011,Year 9,27070,Whittlesea (C),11.2,1407,1495,94.1%
2011,Year 9,27170,Wodonga (Rc),11.2,486,522,93.1%
